ind,ozone,dzone,ostop,dstop
40512,9,11,168,990
34828,8,23,368,47
9539,2,3,347,362
80488,2,16,1692,269
81533,24,22,459,227
78023,24,1,412,215
19177,3,22,338,229
20323,3,26,339,77
23902,5,22,1682,504
58156,21,2,45,356
66170,22,2,504,354
28656,8,6,1698,27
16697,2,26,772,76
97090,27,21,210,42
63919,21,25,397,99
32319,8,19,1675,237
70718,23,1,183,1694
92651,26,22,307,251
92204,26,21,119,58
87956,26,1,302,1
76387,23,24,46,1663
43994,10,3,312,359
14471,2,23,346,768
95064,26,27,79,1659
36671,8,26,1699,120
40322,9,9,165,167
97876,27,23,407,768
21831,4,22,381,502
82871,25,1,124,376
80941,24,21,1670,982
34704,8,23,369,47
7956,1,25,506,998
13435,2,21,347,463
19964,3,25,362,70
13893,2,22,356,229
93535,26,24,325,1666
7854,1,25,376,98
69857,22,26,501,329
39908,9,8,167,389
41468,9,22,177,254
37139,8,27,1676,464
12908,2,21,1678,953
46714,11,2,1625,344
88200,26,2,302,1678
42428,9,25,1340,123
34257,8,23,1697,46
94621,26,26,119,77
43189,9,27,1337,403
24693,6,5,619,1328
77267,23,26,411,308
57836,21,2,397,1678
89592,26,8,118,388
71141,23,1,186,506
62264,21,16,56,278
43584,10,1,143,376
66724,22,2,465,1681
17953,3,9,341,1338
75299,23,18,741,170
8412,1,26,376,118
83511,25,2,300,347
54695,19,1,1572,506
79342,24,8,1660,389
88750,26,2,93,344
66108,22,2,254,344
87927,26,1,95,1677
80078,24,10,1665,316
61454,21,9,55,1337
2036,1,9,215,164
59414,21,4,1650,374
39376,9,8,177,386
17532,3,8,342,1675
19534,3,23,339,156
71074,23,1,157,1695
33920,8,22,1701,49
93980,26,25,121,99
67100,22,4,231,374
68202,22,10,504,116
49553,11,23,505,157
72852,23,4,766,381
72606,23,3,767,338
89402,26,5,75,1328
39506,9,8,1332,864
26714,8,1,864,1695
74524,23,10,183,317
51972,15,1,615,380
4065,1,21,1695,1657
80451,24,12,1662,61
68745,22,21,254,40
51006,12,8,323,386
17380,3,4,339,375
17189,2,27,1680,409
53975,16,26,856,76
816,1,7,1694,31
9130,1,27,506,191
84028,25,5,69,1682
48061,11,8,223,1703
17025,2,27,347,395
45444,10,23,314,740
42992,9,26,1180,72
34719,8,23,1327,52
67905,22,9,467,1333
29580,8,9,1697,1337
9974,2,7,354,34
50475,11,26,950,96
21536,4,21,374,980
10150,2,8,357,862
50956,12,7,62,4
44405,10,8,179,366
13928,2,22,1678,254
46885,11,2,221,1691
90285,26,8,93,386
25375,6,27,297,192
60313,21,8,1653,386
20522,4,2,542,354
71948,23,2,159,356
23106,5,2,1682,356
4528,1,21,215,1656
4377,1,21,376,955
36561,8,26,1703,330
80743,24,21,1660,56
48158,11,8,223,1703
81044,24,21,1660,1655
23259,5,8,1331,367
15505,2,24,357,459
1914,1,9,506,167
75545,23,21,1651,54
9342,2,1,347,1
59061,21,3,1656,359
93415,26,23,329,186
78199,24,2,1665,346
71286,23,1,1651,1695
47610,11,4,1579,374
11047,2,9,861,167
16529,2,26,1693,306
42559,9,25,1161,300
8373,1,26,1695,79
54211,18,2,1580,356
70439,23,1,156,1695
41644,9,22,165,49
71355,23,2,186,1680
25884,7,11,31,219
68453,22,11,254,10
21832,4,22,374,465
22950,5,1,1682,376
69194,22,24,228,1666
89204,26,4,90,374
66095,22,1,230,376
56701,21,1,45,1695
56250,21,1,40,1694
45565,10,24,22,1667
38680,9,3,1338,338
78704,24,3,410,338
30546,8,9,1675,1337
37269,8,27,1700,393
40434,9,10,176,314
63221,21,23,1647,154
66297,22,2,48,1693
48029,11,8,256,1698
46042,10,27,14,195
56720,21,1,1654,1694
24487,6,2,311,1693
80344,24,11,1660,1625
15758,2,24,1681,1665
9006,1,27,376,1672
15401,2,24,354,459
42027,9,23,164,160
73750,23,8,53,1676
93087,26,23,121,185
83405,25,2,334,346
36960,8,26,1270,331
96962,27,16,401,860
12330,2,16,345,274
94330,26,26,377,308
410,1,5,215,319
43593,10,1,1629,380
82136,24,25,1666,379
78236,24,2,410,354
26158,7,24,34,1665
32605,8,21,1673,983
62096,21,12,44,62
14937,2,23,1680,53
19949,3,25,360,71
21810,4,22,375,250
17580,3,8,338,1701
21896,4,22,374,253
51286,12,21,309,980
82584,24,26,460,118
59223,21,4,955,507
91358,26,11,75,36
70770,23,1,1652,376
21400,4,18,542,104
32822,8,21,1676,462
3793,1,21,380,54
2143,1,9,1695,1339
2684,1,11,1677,10
97539,27,22,395,51
63606,21,24,1648,459
66757,22,3,250,358
39656,9,8,1162,391
77061,23,26,741,79
22269,4,23,374,766
79919,24,9,1669,1161
95373,27,1,205,376
12323,2,16,354,860
15506,2,24,347,1661
26242,7,26,32,93
53007,16,9,269,162
68667,22,18,51,1580
52693,16,4,858,381
72855,23,4,159,375
15097,2,23,355,742
42261,9,24,1334,410
65050,21,27,58,191
48647,11,11,985,10
29968,8,9,1675,175
3131,1,11,1695,36
51441,12,22,62,254
17105,2,27,355,394
50623,11,27,256,205
23372,5,8,1345,1702
62129,21,12,1657,37
76721,23,25,47,70
7279,1,24,376,410
94854,26,27,308,403
15844,2,25,1678,70
73306,23,8,46,1701
40497,9,11,1332,219
38694,9,3,1161,362
61704,21,10,57,13
37669,9,1,1334,380
16363,2,26,356,90
81460,24,22,1666,228
17848,3,9,359,168
4384,1,21,1694,397
38608,9,2,176,1679
10332,2,8,1691,1674
64613,21,26,956,331
24349,6,1,29,1677
52304,15,26,1325,75
50001,11,24,986,1665
80286,24,11,1662,950
75291,23,18,767,171
75564,23,21,53,57
43600,10,1,141,376
82557,24,26,1666,72
68888,22,21,49,1653
3532,1,16,1677,289
26239,7,26,31,304
624,1,6,215,988
82069,24,24,1664,1670
78816,24,3,1670,339
8124,1,26,506,120
27570,8,2,365,356
25631,7,3,4,342
61899,21,11,55,217
25461,7,1,35,376
3485,1,16,1,267
52344,16,1,292,376
12365,2,18,1680,149
89344,26,5,118,1329
86113,25,23,99,740
79214,24,8,460,1675
96636,27,9,196,177
98192,27,26,193,75
58089,21,2,1655,1693
60585,21,8,1655,1702
97669,27,23,409,186
33816,8,22,1699,957
85060,25,11,334,986
82067,24,24,1662,459
83072,25,1,122,1694
93586,26,24,328,1666
32087,8,16,1700,858
41039,9,21,1337,954
5207,1,22,376,230
63734,21,24,980,1661
4382,1,21,1694,41
57531,21,2,408,357
38247,9,2,177,344
33045,8,21,946,44
39559,9,8,1333,1700
45986,10,26,178,79
30170,8,9,863,1160
71162,23,1,184,506
26525,8,1,391,1677
39530,9,8,1161,1676
18234,3,11,339,996
73953,23,8,185,1702
12175,2,13,772,992
84873,25,9,67,1336
17778,3,8,338,1701
95209,27,1,402,1
83844,25,4,99,381
64202,21,25,1647,378
28706,8,6,1696,5
36821,8,26,862,307
98253,27,26,209,305
27849,8,3,370,339
56664,21,1,55,376
22617,4,26,374,94
7180,1,24,1695,1669
96853,27,11,401,224
15718,2,24,344,1667
60629,21,8,1657,1702
91157,26,11,119,996
72145,23,2,740,353
29517,8,9,1703,1340
31886,8,12,1697,37
88432,26,2,331,295
76994,23,26,156,327
64210,21,25,45,131
73965,23,8,185,1702
41890,9,23,176,770
10841,2,9,357,164
16933,2,26,295,72
84217,25,8,102,386
66387,22,2,465,1692
26804,8,1,1699,215
40800,9,19,1336,1572
36723,8,26,387,91
37838,9,1,1335,1694
5949,1,23,1694,157
63596,21,24,399,1666
74127,23,9,159,1333
57347,21,1,954,380
86258,25,23,378,182
8299,1,26,1695,328
91839,26,21,73,1654
76009,23,24,742,1670
78737,24,3,1665,339
77592,23,27,53,464
35023,8,24,368,1661
91986,26,21,97,57
91270,26,11,75,221
16968,2,27,1693,209
29015,8,8,368,1701
73848,23,8,187,946
15329,2,23,1692,770
97897,27,23,1672,742
7360,1,24,506,412
62049,21,11,463,991
66992,22,4,252,542
14467,2,23,1680,766
82790,24,27,1670,393
17849,3,9,358,1335
30592,8,9,1676,164
80799,24,21,410,981
51495,12,23,61,742
60512,21,8,1648,1674
64276,21,26,397,94
97183,27,21,206,956
75222,23,16,154,268
96075,27,8,402,1673
58787,21,3,42,340
87129,25,26,299,325
83530,25,2,332,1691
87165,25,27,332,1659
15397,2,24,357,460
18581,3,21,360,463
33676,8,22,365,49
20424,3,27,339,1672
44365,10,8,144,368
59267,21,4,463,375
86889,25,26,68,331
79769,24,8,1662,370
36781,8,26,386,331
71363,23,2,47,295
12337,2,16,357,278
31070,8,10,1674,1627
78802,24,3,1663,358
96082,27,8,195,1676
69389,22,25,49,332
36138,8,25,1697,333
59429,21,4,399,374
2621,1,10,1694,114
25544,7,2,18,1692
58099,21,2,1646,347
1267,1,8,1,946
71328,23,2,159,1693
93138,26,23,118,185
7311,1,24,506,1662
16178,2,25,1691,67
13203,2,21,1692,1648
73162,23,7,160,310
95172,27,1,1659,1677
68059,22,9,231,1333
35486,8,24,363,412
42527,9,25,1179,300
75063,23,12,1651,38
97516,27,22,211,231
42865,9,26,166,306
46655,11,1,996,1677
11311,2,10,261,116
37149,8,27,1674,192
57287,21,1,45,376
93829,26,24,306,459
45488,10,23,14,768
56647,21,1,1656,376
57154,21,1,982,1
52961,16,8,283,388
81696,24,23,1662,188
95246,27,1,407,380
22828,4,27,374,1672
86273,25,23,298,742
69746,22,26,467,304
29716,8,9,1701,164
67521,22,8,503,1701
21433,4,21,381,399
72896,23,4,766,374
91250,26,11,119,1574
67519,22,8,467,388
28141,8,4,367,542
98163,27,26,214,120
57888,21,2,1653,357
4652,1,21,1,55
77053,23,26,47,377
53933,16,26,284,75
77241,23,26,187,94
9235,1,27,376,1658
27382,8,2,1673,261
33423,8,21,387,956
51962,13,27,995,403
46601,11,1,216,376
37266,8,27,370,193
48260,11,8,1574,1703
83028,25,1,70,1677
55030,19,11,239,991
39521,9,8,1183,1703
81558,24,22,460,253
33001,8,21,368,42
82168,24,25,460,298
69498,22,25,49,124
46658,11,1,221,506
78952,24,4,460,507
37981,9,1,165,1677
59438,21,4,1653,542
53515,16,21,284,1646
37522,9,1,167,506
74457,23,9,766,177
2458,1,10,380,14
25168,6,23,29,188
96260,27,8,1671,1697
69863,22,26,50,328
93765,26,24,325,1670
60375,21,8,58,946
94744,26,26,327,74
43070,9,26,1332,92
37720,9,1,1179,1677
97948,27,24,407,1665
40543,9,11,176,7
97243,27,21,194,40
17362,3,3,340,358
5897,1,22,215,229
14326,2,22,1692,957
92227,26,21,76,56
86459,25,24,71,459
93532,26,24,327,1663
97136,27,21,195,40
19912,3,25,342,100
85339,25,18,299,1182
4636,1,21,1,955
15062,2,23,1693,185
61382,21,9,462,1333
73587,23,8,767,1701
36420,8,26,1676,72
82433,24,26,1667,330
80163,24,10,460,115
3881,1,21,1677,463
62854,21,21,981,1655
44932,10,16,11,280
52462,16,1,776,1
97060,27,21,396,398
64888,21,26,1656,329
75045,23,12,46,60
62750,21,21,399,1648
60101,21,8,56,1697
50865,12,3,60,358
83894,25,4,123,381
81910,24,23,1661,1652
95709,27,2,196,295
68517,22,12,228,324
46886,11,2,991,345
27943,8,3,1699,362
97431,27,22,407,467
72115,23,2,46,1680
56881,21,1,40,506
98301,27,26,207,304
23526,5,8,1341,391
69330,22,24,468,460
11626,2,11,353,991
54523,18,23,106,53
15653,2,24,1693,1660
49456,11,22,1509,227
95914,27,4,195,381
18537,3,20,341,80
71190,23,1,183,376
97389,27,21,213,56
43305,10,1,21,1677
63280,21,24,56,410
78364,24,2,410,355
80994,24,21,410,1656
6221,1,23,1694,411
44930,10,16,24,264
7717,1,25,380,303
74181,23,9,53,1337
9358,2,1,345,1695
5759,1,22,380,231
18284,3,11,342,991
75542,23,21,1652,954
66470,22,2,252,261
31975,8,12,947,324
23967,5,23,1331,769
11331,2,10,344,114
56884,21,1,983,376
87881,26,1,308,215
13917,2,22,1691,504
48290,11,8,258,387
90143,26,8,97,387
38972,9,4,162,542
34753,8,23,366,47
2519,1,10,1694,11
11689,2,11,357,256
46786,11,2,985,343
5597,1,22,380,467
52576,16,2,277,343
38273,9,2,1337,261
50170,11,25,987,998
92876,26,22,325,468
38987,9,5,176,1341
43523,10,1,26,1677
97035,27,21,190,58
48165,11,8,36,1270
80930,24,21,1667,400
12663,2,21,354,57
47675,11,7,986,30
71986,23,2,742,346
4060,1,21,1,1654
87507,26,1,77,380
60339,21,8,58,387
75056,23,12,158,38
28540,8,5,1696,1690
61578,21,10,44,313
12653,2,21,347,1655
64012,21,25,45,98
40463,9,10,1335,317
45093,10,21,1181,1653
11409,2,10,343,316
58827,21,3,1647,341
96043,27,8,210,1703
45805,10,26,115,302
7596,1,24,380,1661
31615,8,11,1697,221
35696,8,24,862,1661
19025,3,21,358,1653
8755,1,26,376,77
60757,21,8,1648,389
35890,8,25,368,123
70248,23,1,155,376
26482,8,1,364,1
85728,25,21,299,1648
97147,27,21,189,1647
96421,27,8,393,1701
9489,2,2,344,1680
9633,2,5,261,1345
44633,10,8,313,1700
12382,2,18,1678,148
66657,22,2,252,1679
28940,8,8,1702,1673
4649,1,21,506,1655
15030,2,23,353,770
37218,8,27,1702,394
78234,24,2,1660,357
47562,11,4,1578,542
14427,2,23,1691,160
26378,8,1,367,1695
97358,27,21,196,955
3759,1,21,376,954
10510,2,8,295,1674
26327,8,1,1699,1677
22920,5,1,1344,1694
18180,3,11,358,1574
40426,9,10,1339,26
80849,24,21,460,1647
57907,21,2,1655,1679
9742,2,5,344,1331
41528,9,22,1162,48
14710,2,23,357,155
30412,8,9,391,1335
70163,23,1,183,506
76328,23,24,740,1670
70855,23,1,183,506
94394,26,26,329,118
29037,8,8,388,863
97941,27,24,209,460
59531,21,5,1656,1341
95871,27,4,211,381
90194,26,8,325,1698
73901,23,8,53,368
56643,21,1,45,1694
93297,26,23,121,182
46593,11,1,990,376
45442,10,23,178,187
6944,1,23,1677,768
94574,26,26,74,92
48983,11,21,952,954
40408,9,9,168,1333
44313,10,8,316,1699
62033,21,11,56,990
1385,1,8,376,1673
40686,9,16,177,265
89305,26,4,120,507
86039,25,23,99,767
37155,8,27,389,1659
80420,24,11,1664,991
58485,21,2,462,354
5141,1,21,1694,1653
89573,26,7,119,3
38530,9,2,1180,354
92828,26,22,377,48
77450,23,27,52,193
30140,8,9,370,1179
24954,6,16,5,291
43699,10,2,161,772
18431,3,15,338,385
47228,11,2,950,343
86478,25,24,334,1660
44060,10,3,115,339
2349,1,10,380,112
32918,8,21,1696,953
40867,9,21,1161,41
91491,26,12,327,63
18626,3,21,361,983
48497,11,10,36,1576
90921,26,10,326,22
1906,1,9,1677,168
89451,26,6,96,311
73065,23,5,1652,1342
70043,22,27,503,464
19582,3,23,359,182
62749,21,21,1654,400
77715,24,1,1661,1695
89536,26,7,97,31
14284,2,22,1679,502
28013,8,3,366,342
39006,9,6,1339,17
47384,11,3,1574,339
14079,2,22,1678,50
13293,2,21,346,955
12829,2,21,295,1649
95865,27,4,393,542
16755,2,26,344,119
94180,26,25,91,301
3903,1,21,215,58
70577,23,1,154,376
83407,25,2,299,261
92854,26,22,93,230
95981,27,6,403,311
20288,3,26,339,377
73103,23,6,742,771
77341,23,27,187,395
83421,25,2,101,354
13480,2,21,1679,408
64148,21,25,953,303
72483,23,3,52,361
63255,21,23,1656,154
53205,16,11,774,951
93147,26,23,93,53
85761,25,21,71,45
10303,2,8,347,1700
5699,1,22,1,253
79015,24,5,1662,320
34318,8,23,1702,157
71646,23,2,181,772
33959,8,22,863,501
14592,2,23,261,1651
79134,24,8,410,1703
6220,1,23,380,181
67008,22,4,227,381
13549,2,21,261,42
81671,24,23,1669,1651
18006,3,9,338,1339
46808,11,2,985,1693
78042,24,1,1662,1695
33746,8,22,391,227
67234,22,5,227,1682
66610,22,2,465,343
28394,8,5,1702,1342
15018,2,23,344,156
55344,19,25,239,334
26245,7,26,18,331
13574,2,21,344,43
45532,10,23,11,156
59946,21,8,1655,947
31755,8,11,364,951
10728,2,9,344,177
23832,5,21,1682,955
75671,23,22,188,50
27154,8,2,368,772
71211,23,1,185,215
17472,3,6,338,15
42113,9,24,175,1666
11935,2,11,261,257
88333,26,2,91,1678
75887,23,23,155,766
22501,4,25,507,378
47253,11,3,223,341
30738,8,9,1701,1183
63635,21,24,1650,459
27470,8,2,1676,1691
33505,8,21,946,953
91328,26,11,121,1574
27635,8,2,368,1693
33325,8,21,363,45
66796,22,3,51,339
33572,8,22,387,230
27636,8,2,364,1681
85182,25,12,71,324
72453,23,3,185,340
92932,26,23,75,159
79225,24,8,1664,1675
36926,8,26,1697,326
42291,9,25,1334,100
69640,22,26,254,304
94565,26,26,97,377
48126,11,8,951,363
7265,1,24,1694,1670
79664,24,8,412,369
57620,21,2,1656,1681
38927,9,4,1340,542
32772,8,21,389,982
66826,22,3,503,359
39473,9,8,167,1674
90560,26,9,330,1339
1913,1,9,1,168
79314,24,8,1664,387
68358,22,11,466,950
82816,25,1,299,1677
65151,21,27,45,194
45070,10,21,114,54
9222,1,27,380,206
31245,8,11,391,217
52617,16,2,274,295
50772,12,2,62,357
78998,24,5,1667,1682
6048,1,23,506,186
2430,1,10,376,1575
43137,9,27,1183,193
89684,26,8,96,368
23798,5,21,1329,408
26666,8,1,1674,215
17763,3,8,342,862
68922,22,22,466,467
7729,1,25,376,99
51530,12,23,37,411
82830,25,1,98,380
56435,21,1,954,506
10155,2,8,345,1327
91790,26,20,72,88
43445,10,1,161,215
93894,26,25,74,102
97178,27,21,464,462
86286,25,23,334,741
85880,25,22,131,251
277,1,2,215,356
74315,23,9,181,166
58927,21,3,956,362
45858,10,26,26,79
54458,18,21,1683,1649
5782,1,22,1677,229
95806,27,3,464,340
14293,2,22,346,957
16375,2,26,1681,307
46221,11,1,952,1677
3850,1,21,1695,955
18215,3,11,340,216
67414,22,8,254,1700
63857,21,25,41,298
15306,2,23,354,411
33298,8,21,1700,953
5378,1,22,380,252
57829,21,2,56,1692
296,1,2,1,346
36584,8,26,864,306
45316,10,22,143,250
31061,8,10,364,117
96274,27,8,210,366
45441,10,23,13,964
86513,25,24,67,1663
74100,23,9,183,165
25642,7,3,2,358
88735,26,2,77,1691
80119,24,10,460,114
73050,23,5,47,1345
43188,9,27,1336,401
78684,24,3,412,360
67839,22,8,48,947
14733,2,23,1679,770
5529,1,22,376,250
17950,3,9,341,165
84407,25,8,98,1696
57649,21,2,956,861
15873,2,25,1692,68
63269,21,23,1649,766
82295,24,25,1661,68
12526,2,21,356,953
31541,8,11,369,951
50650,12,1,38,506
4141,1,21,1677,1649
61071,21,9,398,166
84399,25,8,67,1676
81974,24,23,1670,964
97766,27,23,193,1651
31123,8,10,1676,1629
46455,11,1,1579,215
76502,23,25,157,99
65571,22,1,51,1
82188,24,25,1665,102
5871,1,22,1,503
65927,22,1,251,1677
6185,1,23,506,154
59611,21,5,54,1345
15762,2,24,861,1666
85363,25,19,333,1684
74882,23,11,158,505
26871,8,1,1701,376
36329,8,26,391,118
19759,3,24,338,412
85794,25,21,299,55
89595,26,8,73,1675
76766,23,26,158,327
14795,2,23,346,159
78538,24,2,1663,861
69178,22,24,229,1665
68263,22,10,502,316
98274,27,26,394,74
54129,18,1,169,1
75676,23,22,181,957
37507,8,27,1676,192
12727,2,21,1691,1657
68050,22,9,252,1162
76424,23,25,740,69
71486,23,2,1652,261
34705,8,23,1698,964
54116,16,27,349,396
96251,27,8,208,1700
62461,21,18,981,146
12674,2,21,346,462
61616,21,10,399,1627
27409,8,2,365,357
89552,26,7,92,65
68474,22,11,468,224
81033,24,21,1670,1647
54360,18,10,170,25
94612,26,26,118,306
6172,1,23,1,768
2810,1,11,380,991
45776,10,25,115,298
68926,22,22,251,466
93507,26,24,328,1663
40580,9,12,1337,37
20426,3,27,342,1672
20760,4,8,375,863
28791,8,7,1697,64
9393,2,1,356,1
21602,4,21,542,1650
36283,8,26,1270,327
1340,1,8,215,1702
10863,2,9,1678,162
63878,21,25,1653,299
61977,21,11,1653,1625
81683,24,23,1665,52
22452,4,25,381,98
70544,23,1,768,380
62929,21,22,1653,251
83501,25,2,300,357
20334,3,26,358,331
98303,27,26,195,74
82307,24,25,1665,100
32310,8,19,1698,1687
32385,8,19,862,1686
72459,23,3,767,362
96985,27,18,464,109
81050,24,21,1670,44
39221,9,8,1340,368
55057,19,12,244,61
36941,8,26,370,75
28395,8,5,1674,1343
59639,21,5,1656,1690
47591,11,4,987,507
21828,4,22,375,230
54204,18,2,146,1680
17225,2,27,344,213
65856,22,1,501,1695
62214,21,13,1653,392
81484,24,22,1667,253
57901,21,2,1647,345
10215,2,8,772,366
59555,21,5,981,319
34627,8,23,364,52
5768,1,22,1677,957
75517,23,21,187,463
60594,21,8,408,862
88583,26,2,302,295
98148,27,26,395,72
21515,4,21,507,1647
47308,11,3,223,358
70179,23,1,742,380
51607,12,25,38,67
65040,21,27,58,196
86780,25,26,298,302
39319,9,8,1160,363
10987,2,9,354,1338
88597,26,2,306,1681
21652,4,21,375,1649
47839,11,8,951,1674
36473,8,26,368,97
84227,25,8,122,1675
15129,2,23,295,182
26477,8,1,1696,380
84899,25,10,335,313
41080,9,21,1161,40
55517,20,2,509,1678
4213,1,21,1677,58
74355,23,9,155,111
58857,21,3,1653,341
75195,23,16,188,284
68352,22,11,252,255
95535,27,2,409,772
24668,6,4,1630,381
44479,10,8,139,391
44882,10,13,11,541
40046,9,8,1161,364
15635,2,24,1693,1664
14518,2,23,345,767
37315,8,27,363,403
32050,8,16,1702,286
52906,16,8,278,370
59320,21,4,56,381
91248,26,11,92,224
30469,8,9,368,162
74838,23,11,740,257
92853,26,22,75,230
15738,2,24,354,1660
69193,22,24,50,1667
86053,25,23,379,185
62595,21,20,397,510
58162,21,2,43,1692
47704,11,8,1578,386
22694,4,26,381,302
11950,2,11,1679,224
46389,11,1,986,1
69185,22,24,51,1670
93273,26,23,325,740
7421,1,24,376,459
19790,3,24,360,1665
90930,26,10,93,13
18232,3,11,358,990
96012,27,7,403,34
83808,25,3,99,339
6402,1,23,1694,1651
34093,8,23,368,740
15081,2,23,1693,155
59495,21,4,1646,542
95108,27,1,196,215
12289,2,16,356,266
5780,1,22,215,957
48883,11,19,985,1585
75965,23,24,46,1663
95625,27,2,395,1692
93060,26,23,307,157
47097,11,2,505,1678
60737,21,8,58,365
12220,2,16,344,281
72694,23,4,154,375
82070,24,24,460,1666
3926,1,21,380,1648
95269,27,1,213,376
82311,24,25,1661,998
98012,27,25,1671,131
10248,2,8,861,864
93221,26,23,96,1651
30914,8,10,368,20
52450,16,1,775,380
75909,23,23,46,155
56889,21,1,43,506
92407,26,21,96,980
24033,5,23,1342,155
92399,26,21,308,58
55055,19,12,240,323
70634,23,1,740,215
62396,21,16,400,264
46344,11,1,989,376
21969,4,22,507,252
90020,26,8,328,386
90876,26,9,302,1338
78405,24,2,1663,343
39498,9,8,1161,1675
72745,23,4,181,507
94587,26,26,331,304
76631,23,25,156,124
94200,26,25,79,102
11603,2,11,354,225
85981,25,22,69,50
25341,6,26,988,306
94098,26,25,75,299
78141,24,1,1667,1
25205,6,24,29,1664
67697,22,8,231,1676
55769,20,21,539,981
67891,22,9,504,1179
3757,1,21,376,463
55749,2,8,345,1327
53860,16,25,860,102
2768,1,11,215,36
48646,11,11,990,256
24774,6,8,619,389
89995,26,8,75,1675
16720,2,26,1678,329
2286,1,10,506,114
17070,2,27,355,1672
7110,1,24,506,1668
68822,22,21,502,397
62030,21,11,955,216
76942,23,26,766,72
599,1,6,380,296
31258,8,11,366,1579
11218,2,10,295,19
17391,3,5,340,1331
80391,24,11,1662,7
35604,8,24,1673,410
23957,5,23,1329,742
26726,8,1,1699,506
53478,16,21,278,43
60425,21,8,1649,365
14132,2,22,1680,465
20059,3,25,338,303
85818,25,22,334,501
23063,5,2,1682,1681
46864,11,2,996,344
13206,2,21,1680,43
71517,23,2,770,772
77642,24,1,460,506
72174,23,2,185,344
59652,21,5,56,1341
20031,3,25,360,71
84884,25,10,378,26
74219,23,9,156,1336
16710,2,26,347,73
20156,3,26,358,328
48705,11,12,255,60
13091,2,21,343,42
13277,2,21,355,398
58297,21,2,956,356
34512,8,23,365,159
96070,27,8,401,862
86024,25,22,99,250
9504,2,2,347,346
7206,1,24,1695,1661
12830,2,21,261,956
88628,26,2,328,356
74532,23,10,158,25
44324,10,8,114,365
23960,5,23,1345,411
29427,8,8,369,365
76676,23,25,185,102
1795,1,9,1695,166
85281,25,16,298,282
94734,26,26,97,91
36884,8,26,862,74
9583,2,4,1693,374
63597,21,24,399,1666
26612,8,1,1700,1694
36807,8,26,365,304
22463,4,25,542,69
34081,8,22,391,467
13064,2,21,1693,1650
8583,1,26,215,121
41430,9,22,175,504
41768,9,23,1338,157
81603,24,23,1666,183
66027,22,1,48,376
15579,2,24,1693,1661
8410,1,26,380,377
22644,4,26,542,95
49136,11,21,989,44
25054,6,21,297,983
75996,23,24,770,1665
37109,8,27,386,403
46577,11,1,259,1
97720,27,23,213,767
48021,11,8,984,369
20354,3,27,359,213
91600,26,16,90,289
94804,26,26,72,328
15072,2,23,1691,742
82371,24,26,410,97
24589,6,2,311,1678
77777,24,1,410,215
76152,23,24,411,1664
63943,21,25,980,98
23817,5,21,1690,983
40909,9,21,111,400
37440,8,27,391,409
15729,2,24,1692,1668
92565,26,22,305,231
68033,22,9,229,1183
34260,8,23,1701,47
43701,10,2,138,346
224,1,2,376,861
51626,12,25,309,299
79846,24,8,1662,369
1223,1,8,215,389
42306,9,25,1183,334
67761,22,8,230,1699
79677,24,8,1664,1702
11753,2,11,346,991
14007,2,22,345,957
22306,4,24,507,1660
49237,11,21,986,1646
78181,24,2,1660,1692
74990,23,11,159,36
6282,1,23,506,160
90581,26,9,118,164
76220,23,24,154,1662
59538,21,5,41,1344
6373,1,23,380,155
15572,2,24,344,1664
35180,8,24,1699,460
74975,23,11,185,991
55188,19,21,1685,398
64665,21,26,953,93
91370,26,11,377,219
35783,8,25,1697,68
96472,27,8,191,1700
37832,9,1,1162,215
4671,1,21,215,1649
90341,26,8,79,1674
18764,3,21,359,398
78778,24,3,1664,338
51379,12,21,324,59
25998,7,21,31,400
4424,1,21,1695,398
74585,23,10,154,112
66233,22,2,504,1681
27838,8,3,1701,338
17296,3,1,360,1694
42801,9,26,166,302
40307,9,8,1160,363
73349,23,8,160,370
14258,2,22,295,48
5079,1,21,1695,980
60521,21,8,55,1696
7810,1,25,1695,99
47509,11,4,1578,374
86278,25,23,998,767
90951,26,10,79,314
42525,9,25,176,71
75419,23,21,742,1653
87834,26,1,76,215
9770,2,6,354,28
32145,8,16,363,277
76225,23,24,187,1667
32865,8,21,1673,42
22612,4,26,375,308
95883,27,4,396,375
80482,9,2,177,1691
14550,2,23,261,158
38547,9,2,177,1691
46832,11,2,1509,354
86361,25,24,102,1662
33192,8,21,1700,44
72602,23,3,767,362
74649,23,10,158,12
72799,23,4,411,374
23208,5,4,1331,381
8125,1,26,380,74
43209,9,27,1338,402
39628,9,8,1335,369
77890,24,1,460,1
74465,23,9,740,164
61079,21,9,982,1161
58204,21,2,54,345
77762,24,1,1670,1694
22214,4,23,374,185
26985,8,1,1697,506
4631,1,21,506,981
20432,3,27,341,209
11864,2,11,1691,1574
27172,8,2,389,1679
19558,3,23,360,159
56939,21,1,956,1695
16989,2,27,347,205
85295,25,16,71,286
28020,8,3,1270,361
68994,22,23,228,160
18303,3,11,339,985
16734,2,26,1692,377
19831,3,24,339,1662
92663,26,22,328,252
61269,21,9,953,176
11117,2,9,1691,1337
75602,23,21,52,1648
97324,27,21,212,59
140,1,1,215,1695
96231,27,8,209,1701
1988,1,9,1695,163
51039,12,8,60,1696
90105,26,8,95,862
53890,16,25,279,67
44020,10,3,313,358
9174,1,27,1,190
34011,8,22,387,251
12368,2,18,346,1688
79262,24,8,1668,391
19378,3,23,339,187
